OBJECTID,ORIG_FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Length,经度,纬度
596,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058181,30.55406895
597,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058283,30.55406681
598,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058385,30.55406467
599,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058488,30.55406253
600,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305859,30.55406039
601,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058692,30.55405825
602,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058794,30.55405611
603,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058897,30.55405397
604,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058999,30.55405183
605,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059101,30.55404969
606,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059203,30.55404754
607,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059305,30.5540454
608,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059408,30.55404326
609,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305951,30.55404112
610,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059612,30.55403898
611,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059714,30.55403684
612,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059817,30.5540347
613,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3059919,30.55403256
614,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060021,30.55403042
615,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060123,30.55402828
616,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060225,30.55402614
617,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060328,30.554024
618,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306043,30.55402186
619,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060532,30.55401971
620,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060634,30.55401757
621,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060736,30.55401543
622,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060839,30.55401329
623,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3060941,30.55401115
624,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061043,30.55400901
625,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061145,30.55400687
626,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061248,30.55400473
627,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306135,30.55400259
628,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061452,30.55400045
629,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061554,30.55399831
630,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061656,30.55399617
631,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061759,30.55399403
632,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061861,30.55399188
633,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3061963,30.55398974
634,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062065,30.5539876
635,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062167,30.55398546
636,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306227,30.55398332
637,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062372,30.55398118
638,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062474,30.55397904
639,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062576,30.5539769
640,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062679,30.55397476
641,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062781,30.55397262
642,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062883,30.55397048
643,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3062985,30.55396834
644,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063087,30.55396619
645,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306319,30.55396405
646,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063292,30.55396191
647,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063394,30.55395977
648,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063496,30.55395763
649,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063598,30.55395549
650,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063701,30.55395335
651,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063803,30.55395121
652,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3063905,30.55394907
653,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064007,30.55394693
654,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306411,30.55394479
655,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064212,30.55394265
656,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064314,30.5539405
657,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064416,30.55393836
658,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064518,30.55393622
659,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064621,30.55393408
660,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064723,30.55393194
661,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064825,30.5539298
662,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3064927,30.55392766
663,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306503,30.55392552
664,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065132,30.55392338
665,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065234,30.55392124
666,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065336,30.5539191
667,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065438,30.55391696
668,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065541,30.55391481
669,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065643,30.55391267
670,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065745,30.55391053
671,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065847,30.55390839
672,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3065949,30.55390625
673,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066052,30.55390411
674,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066154,30.55390197
675,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066256,30.55389983
676,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066358,30.55389769
677,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066461,30.55389555
678,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066563,30.55389341
679,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066665,30.55389127
680,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066767,30.55388912
681,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066869,30.55388698
682,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3066972,30.55388484
683,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067074,30.5538827
684,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067176,30.55388056
685,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067278,30.55387842
686,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306738,30.55387628
687,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067483,30.55387414
688,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067585,30.553872
689,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067687,30.55386986
690,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067789,30.55386772
691,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067892,30.55386558
692,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3067994,30.55386343
693,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068096,30.55386129
694,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068198,30.55385915
695,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.30683,30.55385701
696,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068403,30.55385487
697,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068505,30.55385273
698,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068607,30.55385059
699,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068709,30.55384845
700,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068811,30.55384631
701,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3068914,30.55384417
702,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069016,30.55384203
703,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069118,30.55383989
704,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.306922,30.55383774
705,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069323,30.5538356
706,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069425,30.55383346
707,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069527,30.55383132
708,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069629,30.55382918
709,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069731,30.55382704
710,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069834,30.5538249
711,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3069936,30.55382276
712,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070038,30.55382062
713,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307014,30.55381848
714,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070242,30.55381634
715,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070345,30.55381419
716,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070447,30.55381205
717,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070549,30.55380991
718,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070651,30.55380777
719,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070754,30.55380563
720,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070856,30.55380349
721,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3070958,30.55380135
722,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307106,30.55379921
723,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071162,30.55379707
724,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071265,30.55379493
725,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071367,30.55379279
726,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071469,30.55379064
727,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071571,30.5537885
728,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071673,30.55378636
729,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071776,30.55378422
730,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3071878,30.55378208
731,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307198,30.55377994
732,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072082,30.5537778
733,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072185,30.55377566
734,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072287,30.55377352
735,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072389,30.55377138
736,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072491,30.55376924
737,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072593,30.5537671
738,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072696,30.55376495
739,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3072798,30.55376281
740,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.30729,30.55376067
741,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073002,30.55375853
742,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073105,30.55375639
743,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073207,30.55375425
744,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073309,30.55375211
745,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073411,30.55374997
746,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073513,30.55374783
747,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073616,30.55374569
748,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073718,30.55374355
749,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307382,30.5537414
750,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3073922,30.55373926
751,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074024,30.55373712
752,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074127,30.55373498
753,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074229,30.55373284
754,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074331,30.5537307
755,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074433,30.55372856
756,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074536,30.55372642
757,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074638,30.55372428
758,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307474,30.55372214
759,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074842,30.55372
760,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3074944,30.55371785
761,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075047,30.55371571
762,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075149,30.55371357
763,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075251,30.55371143
764,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075353,30.55370929
765,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075455,30.55370715
766,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075558,30.55370501
767,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307566,30.55370287
768,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075762,30.55370073
769,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075864,30.55369859
770,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3075967,30.55369644
771,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076069,30.5536943
772,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076171,30.55369216
773,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076273,30.55369002
774,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076375,30.55368788
775,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076478,30.55368574
776,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307658,30.5536836
777,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076682,30.55368146
778,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076784,30.55367932
779,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076886,30.55367718
780,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3076989,30.55367504
781,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077091,30.55367289
782,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077193,30.55367075
783,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077295,30.55366861
784,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077398,30.55366647
785,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.30775,30.55366433
786,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077602,30.55366219
787,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077704,30.55366005
788,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077806,30.55365791
789,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3077909,30.55365577
790,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078011,30.55365363
791,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078113,30.55365149
792,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078215,30.55364934
793,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078317,30.5536472
794,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307842,30.55364506
795,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078522,30.55364292
796,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078624,30.55364078
797,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078726,30.55363864
798,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078829,30.5536365
799,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3078931,30.55363436
800,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079033,30.55363222
801,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079135,30.55363008
802,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079237,30.55362793
803,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.307934,30.55362579
804,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079442,30.55362365
805,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079544,30.55362151
806,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079646,30.55361937
807,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079748,30.55361723
808,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079851,30.55361509
809,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3079953,30.55361295
810,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080055,30.55361081
811,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080157,30.55360867
812,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308026,30.55360653
813,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080362,30.55360438
814,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080464,30.55360224
815,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080566,30.5536001
816,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080668,30.55359796
817,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080771,30.55359582
818,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080873,30.55359368
819,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3080975,30.55359154
820,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081077,30.5535894
821,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308118,30.55358726
822,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081282,30.55358512
823,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081384,30.55358297
824,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081486,30.55358083
825,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081588,30.55357869
826,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081691,30.55357655
827,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081793,30.55357441
828,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081895,30.55357227
829,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3081997,30.55357013
830,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082099,30.55356799
831,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082202,30.55356585
832,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082304,30.55356371
833,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082406,30.55356157
834,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082508,30.55355942
835,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082611,30.55355728
836,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082713,30.55355514
837,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082815,30.553553
838,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3082917,30.55355086
839,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083019,30.55354872
840,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083122,30.55354658
841,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083224,30.55354444
842,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083326,30.5535423
843,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083428,30.55354016
844,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308353,30.55353801
845,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083633,30.55353587
846,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083735,30.55353373
847,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083837,30.55353159
848,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3083939,30.55352945
849,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084042,30.55352731
850,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084144,30.55352517
851,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084246,30.55352303
852,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084348,30.55352089
853,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308445,30.55351875
854,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084553,30.5535166
855,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084655,30.55351446
856,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084757,30.55351232
857,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084859,30.55351018
858,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3084961,30.55350804
859,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085064,30.5535059
860,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085166,30.55350376
861,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085268,30.55350162
862,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308537,30.55349948
863,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085473,30.55349734
864,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085575,30.55349519
865,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085677,30.55349305
866,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085779,30.55349091
867,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085881,30.55348877
868,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3085984,30.55348663
869,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086086,30.55348449
870,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086188,30.55348235
871,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308629,30.55348021
872,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086392,30.55347807
873,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086495,30.55347593
874,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086597,30.55347378
875,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086699,30.55347164
876,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086801,30.5534695
877,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3086904,30.55346736
878,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087006,30.55346522
879,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087108,30.55346308
880,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308721,30.55346094
881,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087312,30.5534588
882,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087415,30.55345666
883,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087517,30.55345451
884,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087619,30.55345237
885,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087721,30.55345023
886,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087823,30.55344809
887,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3087926,30.55344595
888,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088028,30.55344381
889,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308813,30.55344167
890,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088232,30.55343953
891,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088335,30.55343739
892,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088437,30.55343525
893,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088539,30.5534331
894,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088641,30.55343096
895,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088743,30.55342882
896,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088846,30.55342668
897,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3088948,30.55342454
898,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.308905,30.5534224
