OBJECTID,ORIG_FID,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,Shape_Length,经度,纬度
293,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3027918,30.5549804
294,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028018,30.55497728
295,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028118,30.55497415
296,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028217,30.55497103
297,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028317,30.55496791
298,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028417,30.55496479
299,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028516,30.55496167
300,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028616,30.55495855
301,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028715,30.55495543
302,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028815,30.55495231
303,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3028915,30.55494919
304,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029014,30.55494607
305,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029114,30.55494294
306,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029214,30.55493982
307,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029313,30.5549367
308,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029413,30.55493358
309,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029513,30.55493046
310,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029612,30.55492734
311,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029712,30.55492422
312,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029812,30.5549211
313,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3029911,30.55491798
314,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030011,30.55491486
315,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030111,30.55491173
316,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303021,30.55490861
317,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303031,30.55490549
318,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303041,30.55490237
319,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030509,30.55489925
320,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030609,30.55489613
321,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030709,30.55489301
322,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030808,30.55488989
323,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3030908,30.55488677
324,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031008,30.55488364
325,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031107,30.55488052
326,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031207,30.5548774
327,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031307,30.55487428
328,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031406,30.55487116
329,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031506,30.55486804
330,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031606,30.55486492
331,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031705,30.5548618
332,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031805,30.55485868
333,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3031905,30.55485556
334,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032004,30.55485243
335,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032104,30.55484931
336,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032204,30.55484619
337,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032303,30.55484307
338,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032403,30.55483995
339,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032503,30.55483683
340,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032602,30.55483371
341,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032702,30.55483059
342,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032802,30.55482747
343,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3032901,30.55482434
344,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033001,30.55482114
345,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.30331,30.55481791
346,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033199,30.55481468
347,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033299,30.55481145
348,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033398,30.55480822
349,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033497,30.55480499
350,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033596,30.55480176
351,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033696,30.55479853
352,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033795,30.5547953
353,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033894,30.55479207
354,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3033994,30.55478884
355,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034093,30.55478561
356,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034192,30.55478238
357,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034292,30.55477915
358,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034391,30.55477592
359,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303449,30.55477269
360,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303459,30.55476946
361,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034689,30.55476623
362,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034788,30.554763
363,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034888,30.55475977
364,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3034987,30.55475654
365,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035086,30.5547533
366,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035185,30.55475007
367,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035285,30.55474684
368,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035384,30.55474361
369,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035483,30.55474038
370,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035583,30.55473715
371,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035682,30.55473392
372,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035781,30.55473069
373,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3035881,30.55472746
374,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303598,30.55472423
375,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036079,30.554721
376,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036179,30.55471777
377,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036278,30.55471454
378,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036377,30.55471131
379,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036477,30.55470808
380,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036576,30.55470485
381,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036675,30.55470162
382,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036774,30.55469839
383,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036874,30.55469516
384,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3036973,30.55469193
385,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037072,30.5546887
386,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037172,30.55468547
387,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037271,30.55468224
388,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303737,30.55467901
389,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303747,30.55467578
390,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037569,30.55467255
391,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037668,30.55466932
392,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037768,30.55466609
393,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037867,30.55466286
394,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3037966,30.55465963
395,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038066,30.5546564
396,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038165,30.55465317
397,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038264,30.55464994
398,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038363,30.55464671
399,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038463,30.55464348
400,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038562,30.55464025
401,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038661,30.55463702
402,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038761,30.55463378
403,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.303886,30.55463055
404,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3038959,30.55462732
405,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039059,30.55462409
406,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039158,30.55462086
407,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039257,30.55461763
408,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039357,30.5546144
409,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039456,30.55461117
410,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039555,30.55460794
411,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039655,30.55460471
412,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039754,30.5546014
413,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039852,30.55459803
414,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3039951,30.55459465
415,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304005,30.55459128
416,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040149,30.5545879
417,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040248,30.55458452
418,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040347,30.55458115
419,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040445,30.55457777
420,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040544,30.5545744
421,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040643,30.55457102
422,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040742,30.55456764
423,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040841,30.55456427
424,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3040939,30.55456089
425,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041038,30.55455751
426,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041137,30.55455414
427,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041236,30.55455076
428,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041335,30.55454739
429,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041434,30.55454401
430,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041532,30.55454063
431,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041631,30.55453726
432,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304173,30.55453388
433,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041829,30.55453051
434,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3041928,30.55452713
435,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042027,30.55452375
436,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042125,30.55452038
437,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042224,30.554517
438,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042323,30.55451362
439,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042422,30.55451025
440,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042521,30.55450687
441,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304262,30.5545035
442,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042718,30.55450012
443,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042817,30.55449674
444,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3042916,30.55449337
445,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043015,30.55448999
446,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043114,30.55448662
447,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043212,30.55448324
448,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043311,30.55447986
449,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304341,30.55447649
450,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043509,30.55447311
451,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043608,30.55446974
452,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043707,30.55446636
453,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043805,30.55446298
454,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3043904,30.55445961
455,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044003,30.55445623
456,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044102,30.55445285
457,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044201,30.55444948
458,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.30443,30.5544461
459,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044398,30.55444273
460,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044497,30.55443935
461,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044596,30.55443597
462,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044695,30.5544326
463,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044794,30.55442922
464,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044893,30.55442585
465,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3044991,30.55442247
466,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304509,30.55441909
467,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045189,30.55441572
468,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045288,30.55441234
469,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045387,30.55440897
470,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045485,30.55440559
471,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045584,30.55440221
472,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045683,30.55439884
473,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045782,30.55439546
474,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3045881,30.55439208
475,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304598,30.55438871
476,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046078,30.55438533
477,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046177,30.55438195
478,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046276,30.55437858
479,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046375,30.5543752
480,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046474,30.55437183
481,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046573,30.55436845
482,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046671,30.55436507
483,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304677,30.5543617
484,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046869,30.55435832
485,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3046968,30.55435495
486,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047067,30.55435157
487,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047165,30.55434819
488,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047264,30.55434482
489,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047363,30.55434144
490,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047462,30.55433807
491,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047561,30.55433469
492,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304766,30.55433131
493,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047758,30.55432794
494,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047857,30.55432456
495,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3047956,30.55432118
496,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048055,30.55431781
497,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048154,30.55431443
498,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048253,30.55431106
499,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048351,30.55430768
500,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304845,30.5543043
501,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048549,30.55430093
502,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048648,30.55429755
503,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048747,30.55429417
504,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048846,30.5542908
505,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3048944,30.55428742
506,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049043,30.55428405
507,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049142,30.55428067
508,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049241,30.55427729
509,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.304934,30.55427392
510,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049438,30.55427054
511,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049537,30.55426717
512,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049636,30.55426379
513,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049735,30.55426041
514,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049834,30.55425704
515,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3049933,30.55425366
516,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050031,30.55425029
517,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305013,30.55424691
518,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050229,30.55424353
519,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050328,30.55424016
520,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050427,30.55423678
521,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050526,30.5542334
522,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050624,30.55423003
523,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050723,30.55422665
524,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050822,30.55422327
525,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3050924,30.554221
526,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051026,30.55421886
527,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051128,30.55421671
528,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051231,30.55421457
529,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051333,30.55421243
530,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051435,30.55421029
531,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051537,30.55420815
532,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051639,30.55420601
533,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051742,30.55420387
534,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051844,30.55420173
535,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3051946,30.55419959
536,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052048,30.55419744
537,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305215,30.5541953
538,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052253,30.55419316
539,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052355,30.55419102
540,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052457,30.55418888
541,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052559,30.55418674
542,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052662,30.5541846
543,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052764,30.55418246
544,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052866,30.55418032
545,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3052968,30.55417817
546,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305307,30.55417603
547,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053173,30.55417389
548,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053275,30.55417175
549,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053377,30.55416961
550,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053479,30.55416747
551,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053581,30.55416532
552,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053684,30.55416318
553,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053786,30.55416104
554,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3053888,30.5541589
555,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305399,30.55415675
556,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054092,30.55415461
557,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054195,30.55415247
558,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054297,30.55415033
559,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054399,30.55414818
560,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054501,30.55414604
561,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054604,30.5541439
562,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054706,30.55414176
563,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3054808,30.55413961
564,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305491,30.55413747
565,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055012,30.55413533
566,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055115,30.55413319
567,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055217,30.55413104
568,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055319,30.5541289
569,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055421,30.55412676
570,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055523,30.55412461
571,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055626,30.55412247
572,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055728,30.55412033
573,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305583,30.55411819
574,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3055932,30.55411605
575,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056035,30.55411391
576,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056137,30.55411177
577,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056239,30.55410963
578,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056341,30.55410749
579,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056443,30.55410535
580,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056546,30.5541032
581,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056648,30.55410106
582,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305675,30.55409892
583,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056852,30.55409678
584,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3056954,30.55409464
585,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057057,30.5540925
586,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057159,30.55409036
587,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057261,30.55408822
588,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057363,30.55408608
589,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057466,30.55408394
590,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057568,30.5540818
591,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.305767,30.55407966
592,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057772,30.55407752
593,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057874,30.55407538
594,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3057977,30.55407323
595,1,105570368,5122,residential,昙华林路, ,B,0,0,F,F,0,114.3058079,30.55407109
